,Title,Year,Genres,Language,Country,Content Rating,Duration,Aspect Ratio,Budget,Gross Earnings,Director,Actor 1,Actor 2,Actor 3,Facebook Likes - Director,Facebook Likes - Actor 1,Facebook Likes - Actor 2,Facebook Likes - Actor 3,Facebook Likes - cast Total,Facebook likes - Movie,Facenumber in posters,User Votes,Reviews by Users,Reviews by Crtiics,IMDB Score,Net Earnings
446,She's Gotta Have It ,1986,Comedy|Romance,English,USA,R,88,1.85,175000.0,7137502.0,Spike Lee,S. Epatha Merkerson,Joie Lee,Tracy Camilla Johns,0,539,53,46.0,708,406,0,4769,26,26.0,6.5,6962502.0
447,Stand by Me ,1986,Adventure|Drama,English,USA,R,89,1.85,8000000.0,52287414.0,Rob Reiner,Marshall Bell,Frances Lee McCain,Casey Siemaszko,0,217,107,107.0,644,24000,2,271794,584,99.0,8.1,44287414.0
448,Star Trek IV: The Voyage Home ,1986,Adventure|Comedy|Sci-Fi,English,USA,PG,119,2.35,25000000.0,109713132.0,Leonard Nimoy,Leonard Nimoy,Nichelle Nichols,Walter Koenig,12000,12000,664,643.0,15449,0,5,61621,219,106.0,7.3,84713132.0
449,The Clan of the Cave Bear ,1986,Adventure|Drama|Fantasy,English,USA,R,98,2.35,15000000.0,1953732.0,Michael Chapman,Curtis Armstrong,Pamela Reed,Mike Muscat,70,876,324,90.0,1351,843,0,4996,62,21.0,5.3,-13046268.0
450,The Color of Money ,1986,Drama|Sport,English,USA,R,119,1.85,13800000.0,52293982.0,Martin Scorsese,Tom Cruise,Bill Cobbs,Mary Elizabeth Mastrantonio,17000,10000,970,638.0,11895,0,1,57831,115,59.0,7.0,38493982.0
451,The Golden Child ,1986,Action|Adventure|Comedy|Fantasy|Mystery,English,USA,PG-13,94,1.85,25000000.0,79817937.0,Michael Ritchie,Victor Wong,Randall 'Tex' Cobb,Charlotte Lewis,23,400,255,148.0,1044,0,1,39798,69,29.0,5.9,54817937.0
452,The Texas Chainsaw Massacre 2 ,1986,Comedy|Horror,English,USA,X,101,1.85,4700000.0,8025872.0,Tobe Hooper,Bill Johnson,Lou Perryman,Jim Siedow,365,237,28,14.0,302,0,3,19234,258,159.0,5.5,3325872.0
453,The Wraith ,1986,Action|Horror|Romance|Sci-Fi|Thriller,English,USA,R,93,1.85,2700000.0,3500000.0,Mike Marvin,Clint Howard,Randy Quaid,Nick Cassavetes,28,1000,695,415.0,2319,0,2,10082,100,70.0,5.9,800000.0
454,Top Gun ,1986,Action|Drama|Romance,English,USA,PG,110,1.33,15000000.0,176781728.0,Tony Scott,Tom Cruise,Tom Skerritt,Adrian Pasdar,12000,10000,1000,555.0,13069,19000,2,219171,388,173.0,6.9,161781728.0
455,Witchboard ,1986,Horror|Mystery|Thriller,English,UK,R,98,1.85,2000000.0,7369373.0,Kevin Tenney,Kathleen Wilhoite,Tawny Kitaen,Rose Marie,85,265,194,186.0,901,0,1,4288,74,65.0,5.7,5369373.0
456,3 Men and a Baby ,1987,Comedy|Drama|Family,English,USA,PG,102,1.85,11000000.0,167780960.0,Leonard Nimoy,Tom Selleck,Ted Danson,Steve Guttenberg,12000,19000,875,801.0,21499,3000,4,36918,42,21.0,5.9,156780960.0
457,A Nightmare on Elm Street 3: Dream Warriors ,1987,Action|Fantasy|Horror|Thriller,English,USA,X,88,1.85,4500000.0,44793200.0,Chuck Russell,John Saxon,Heather Langenkamp,Jennifer Rubin,55,506,449,150.0,1584,0,0,49820,311,131.0,6.6,40293200.0
458,American Ninja 2: The Confrontation ,1987,Action|Drama,English,USA,R,90,1.85,350000.0,4000000.0,Sam Firstenberg,Michael Dudikoff,Steve James,Larry Poindexter,44,615,96,93.0,872,583,0,6046,46,40.0,4.7,3650000.0
459,Beverly Hills Cop II ,1987,Action|Comedy|Crime|Thriller,English,USA,R,100,2.35,28000000.0,153665036.0,Tony Scott,Dean Stockwell,Judge Reinhold,Ronny Cox,12000,936,901,605.0,4121,0,1,84824,95,50.0,6.4,125665036.0
460,Creepshow 2 ,1987,Comedy|Fantasy|Horror|Thriller,English,USA,R,85,1.85,3500000.0,14000000.0,Michael Gornick,George Kennedy,Holt McCallany,Dorothy Lamour,10,3000,273,178.0,3617,1000,0,15956,118,95.0,6.0,10500000.0
461,Cry Freedom ,1987,Biography|Drama|History,English,UK,PG,147,2.35,29000000.0,5899797.0,Richard Attenborough,Denzel Washington,Kevin McNally,Penelope Wilton,0,18000,427,400.0,18855,0,0,9913,51,17.0,7.5,-23100203.0
462,Evil Dead II ,1987,Comedy|Fantasy|Horror|Thriller,English,USA,X,37,1.85,3600000.0,5923044.0,Sam Raimi,Ted Raimi,Dan Hicks,Kassie Wesley DePaiva,0,634,328,199.0,1347,0,0,113451,537,252.0,7.8,2323044.0
463,Fatal Attraction ,1987,Drama|Romance|Thriller,English,USA,R,119,1.85,14000000.0,156645693.0,Adrian Lyne,Fred Gwynne,Lois Smith,Anne Archer,213,886,276,249.0,1639,3000,0,55101,201,94.0,6.9,142645693.0
464,From a Whisper to a Scream ,1987,Action|Drama|Horror|Thriller,English,USA,R,92,1.85,1100000.0,1400000.0,Jeff Burr,Terry Kiser,Clu Gulager,Susan Tyrrell,155,448,426,147.0,1329,241,0,1324,37,57.0,5.9,300000.0
465,"Good Morning, Vietnam ",1987,Biography|Comedy|Drama|War,English,USA,R,121,1.85,13000000.0,123922370.0,Barry Levinson,Robin Williams,J.T. Walsh,Bruno Kirby,272,49000,263,227.0,50141,0,1,98348,131,62.0,7.3,110922370.0
466,Hellraiser ,1987,Fantasy|Horror,English,UK,R,86,1.85,1000000.0,14564027.0,Clive Barker,Andrew Robinson,Ashley Laurence,Clare Higgins,385,266,209,100.0,673,0,0,76407,335,203.0,7.0,13564027.0
467,Hollywood Shuffle ,1987,Comedy,English,USA,R,81,1.85,100000.0,5228617.0,Robert Townsend,Robert Townsend,Keenen Ivory Wayans,Helen Martin,467,467,322,287.0,1431,471,1,2770,32,21.0,7.0,5128617.0
468,Ishtar ,1987,Action|Adventure|Comedy|Music|Thriller,English,USA,PG-13,107,1.85,51000000.0,14375181.0,Elaine May,Carol Kane,Warren Beatty,Isabelle Adjani,124,636,631,572.0,3374,754,2,8692,126,49.0,4.2,-36624819.0
469,Jaws: The Revenge ,1987,Adventure|Horror|Thriller,English,USA,PG-13,92,2.35,23000000.0,20763013.0,Joseph Sargent,Judith Barsi,Mario Van Peebles,Lynn Whitfield,114,912,535,434.0,2355,0,0,30840,383,80.0,2.8,-2236987.0
470,La Bamba ,1987,Biography|Drama|Music,English,USA,PG-13,108,1.85,6500000.0,54215416.0,Luis Valdez,Esai Morales,Rosanna DeSoto,Danielle von Zerneck,7,699,63,51.0,936,0,1,21409,63,18.0,6.8,47715416.0
471,Malone ,1987,Action|Drama|Thriller,English,USA,R,92,1.85,10000000.0,3060858.0,Harley Cokeliss,Cliff Robertson,Tracey Walter,Dennis Burkley,4,754,324,311.0,1891,208,4,1768,37,27.0,5.6,-6939142.0
472,Maurice ,1987,Drama|Romance,English,UK,R,140,1.66,2600000.0,3130592.0,James Ivory,Rupert Graves,Denholm Elliott,Simon Callow,133,443,249,239.0,1269,963,1,10755,69,29.0,7.8,530592.0
473,Predator ,1987,Action|Horror|Sci-Fi,English,USA,R,107,1.85,15000000.0,59735548.0,John McTiernan,Shane Black,Bill Duke,Carl Weathers,323,1000,1000,794.0,4223,13000,1,290949,629,217.0,7.8,44735548.0
474,Prison ,1987,Crime|Drama|Horror|Thriller,English,USA,R,102,1.85,1300000.0,354704.0,Renny Harlin,Viggo Mortensen,Lane Smith,Hal Landon Jr.,212,10000,633,195.0,11083,314,0,2705,38,68.0,5.9,-945296.0
475,Radio Days ,1987,Comedy,English,USA,PG,88,1.85,16000000.0,14792779.0,Woody Allen,Mike Starr,Don Pardo,Julie Kavner,11000,854,410,233.0,1653,0,0,24256,91,64.0,7.6,-1207221.0
476,Spaceballs ,1987,Adventure|Comedy|Sci-Fi,English,USA,PG,96,1.85,22700000.0,38119483.0,Mel Brooks,Joan Rivers,Dick Van Patten,Michael Winslow,0,1000,605,542.0,2936,13000,2,136667,273,103.0,7.1,15419483.0
477,Superman IV: The Quest for Peace ,1987,Action|Adventure|Family|Sci-Fi,English,UK,PG,134,2.35,17000000.0,15681020.0,Sidney J. Furie,Jim Broadbent,Margot Kidder,William Hootkins,22,1000,593,488.0,3007,1000,6,33570,259,94.0,3.6,-1318980.0
478,Teen Wolf Too ,1987,Comedy|Fantasy,English,USA,PG,95,1.85,3000000.0,7888703.0,Christopher Leitch,John Astin,Robert Neary,Kim Darby,4,641,168,152.0,1389,491,1,8465,65,29.0,3.2,4888703.0
479,The Barbarians ,1987,Adventure|Fantasy,English,USA,R,87,1.85,4000000.0,800000.0,Ruggero Deodato,Michael Berryman,Eva LaRue,Richard Lynch,101,721,576,324.0,1700,550,0,2308,35,15.0,4.8,-3200000.0
480,The Brave Little Toaster ,1987,Adventure|Animation|Comedy|Family|Fantasy|Musical,English,USA,Not Rated,90,3.0,2300000.0,3.0,Jerry Rees,Jon Lovitz,Phil Hartman,Mindy Sterling,115,11000,516,385.0,12359,0,0,19650,62,17.0,7.3,-2299997.0
481,The Last Emperor ,1987,Biography|Drama|History,English,China,PG-13,219,2.35,23000000.0,43984230.0,Bernardo Bertolucci,Cary-Hiroyuki Tagawa,Joan Chen,Victor Wong,973,1000,643,400.0,2451,0,0,70274,133,75.0,7.8,20984230.0
482,The Living Daylights ,1987,Action|Adventure|Thriller,English,UK,PG,130,2.35,30000000.0,51185897.0,John Glen,Joe Don Baker,Desmond Llewelyn,Art Malik,46,387,244,162.0,1233,0,1,69457,271,105.0,6.7,21185897.0
483,The Lost Boys ,1987,Comedy|Fantasy|Horror,English,USA,R,97,2.35,3.0,32222567.0,Joel Schumacher,Dianne Wiest,Jami Gertz,Jason Patric,541,967,847,673.0,4458,19000,3,92924,339,147.0,7.2,32222564.0
484,The Princess Bride ,1987,Adventure|Family|Fantasy|Romance,English,USA,PG,98,1.85,16000000.0,30857814.0,Rob Reiner,Robin Wright,Carol Kane,André the Giant,0,18000,636,594.0,20060,33000,0,294163,718,185.0,8.1,14857814.0
485,The Running Man ,1987,Action|Crime|Sci-Fi|Thriller,English,USA,R,101,1.37,27000000.0,38122105.0,Paul Michael Glaser,Yaphet Kotto,Maria Conchita Alonso,Richard Dawson,343,581,571,384.0,2373,0,1,112669,226,120.0,6.6,11122105.0
486,The Untouchables ,1987,Crime|Drama|Thriller,English,USA,R,119,2.35,25000000.0,76270454.0,Brian De Palma,Robert De Niro,Billy Drago,Charles Martin Smith,0,22000,371,188.0,22767,0,1,219008,418,123.0,7.9,51270454.0
487,Wall Street ,1987,Crime|Drama,English,USA,R,126,1.85,15000000.0,43848100.0,Oliver Stone,Hal Holbrook,Tamara Tunie,James Karen,0,826,508,168.0,1607,0,2,119150,219,114.0,7.4,28848100.0
488,A Nightmare on Elm Street 4: The Dream Master ,1988,Fantasy|Horror|Thriller,English,USA,R,99,1.85,7000000.0,49369900.0,Renny Harlin,Tuesday Knight,Rodney Eastman,Brooke Bundy,212,130,125,54.0,450,0,0,36108,260,102.0,5.7,42369900.0
489,Action Jackson ,1988,Action|Comedy|Crime|Thriller,English,USA,R,96,1.85,7000000.0,20257000.0,Craig R. Baxley,Bill Duke,Vanity,Carl Weathers,22,1000,841,794.0,5282,978,2,7569,65,35.0,5.2,13257000.0
490,Akira ,1988,Action|Animation|Sci-Fi,Japanese,Japan,R,124,1.85,1100000000.0,439162.0,Katsuhiro Ôtomo,Mitsuo Iwata,Takeshi Kusao,Tesshô Genda,78,6,5,4.0,28,0,0,106160,430,150.0,8.1,-1099560838.0
491,Beetlejuice ,1988,Comedy|Fantasy,English,USA,PG,92,1.85,15000000.0,73326666.0,Tim Burton,Catherine O'Hara,Jeffrey Jones,Glenn Shadix,13000,925,692,217.0,1953,15000,3,189413,306,109.0,7.5,58326666.0
492,Big ,1988,Comedy|Drama|Family|Fantasy|Romance,English,USA,PG,130,1.85,18000000.0,114968774.0,Penny Marshall,Tom Hanks,Jon Lovitz,John Heard,545,15000,11000,697.0,28018,0,1,153468,204,99.0,7.3,96968774.0
493,Bloodsport ,1988,Action|Biography|Drama|Sport,English,USA,R,92,1.85,1100000.0,11806119.0,Newt Arnold,Bolo Yeung,Donald Gibb,Ken Siu,15,633,403,49.0,1168,0,1,57578,210,61.0,6.8,10706119.0
494,"Bright Lights, Big City ",1988,Drama,English,USA,R,107,1.85,25000000.0,16118077.0,James Bridges,Dianne Wiest,Phoebe Cates,Swoosie Kurtz,21,967,767,418.0,3067,377,0,5817,37,28.0,5.6,-8881923.0
495,Child's Play ,1988,Fantasy|Horror,English,USA,R,87,1.85,9000000.0,33244684.0,Tom Holland,Catherine Hicks,Alex Vincent,Dinah Manoff,85,311,189,118.0,760,0,0,62038,281,142.0,6.5,24244684.0
496,Crocodile Dundee II ,1988,Action|Adventure|Comedy,English,Australia,PG,108,2.35,15800000.0,109306210.0,John Cornell,Paul Hogan,Linda Kozlowski,John Meillon,5,442,162,57.0,717,489,1,44096,62,32.0,5.5,93506210.0
497,Dangerous Liaisons ,1988,Drama|Romance,English,USA,R,119,1.85,14000000.0,34700000.0,Stephen Frears,Keanu Reeves,Peter Capaldi,Swoosie Kurtz,350,18000,17000,418.0,35501,0,2,52846,143,51.0,7.7,20700000.0
498,Dangerous Liaisons ,1988,Drama|Romance,English,USA,R,119,1.85,14000000.0,34700000.0,Stephen Frears,Keanu Reeves,Peter Capaldi,Swoosie Kurtz,350,18000,17000,418.0,35501,0,2,52846,143,51.0,7.7,20700000.0
499,Die Hard ,1988,Action|Thriller,English,USA,R,131,2.35,28000000.0,81350242.0,John McTiernan,Alan Rickman,Bruce Willis,Reginald VelJohnson,323,25000,13000,541.0,40585,25000,0,592582,722,233.0,8.2,53350242.0
500,Friday the 13th Part VII: The New Blood ,1988,Horror,English,USA,R,88,1.85,2800000.0,19170001.0,John Carl Buechler,Kane Hodder,Terry Kiser,William Butler,152,935,448,181.0,1855,0,0,21359,270,110.0,5.3,16370001.0
501,Halloween 4: The Return of Michael Myers ,1988,Horror|Thriller,English,USA,R,88,1.85,5000000.0,17768000.0,Dwight H. Little,Donald Pleasence,Kathleen Kinmont,Ellie Cornell,27,742,120,101.0,1136,0,0,29629,374,144.0,5.9,12768000.0
502,Iguana ,1988,Adventure|Crime|Drama,English,Italy,3,97,1.85,3000000.0,3.0,Monte Hellman,Everett McGill,Jack Taylor,Fabio Testi,96,201,39,37.0,277,37,1,240,9,9.0,6.2,-2999997.0
503,Lady in White ,1988,Fantasy|Horror|Mystery|Thriller,English,USA,R,118,1.85,4700000.0,1705139.0,Frank LaLoggia,Alex Rocco,Lukas Haas,Katherine Helmond,7,968,733,339.0,2545,0,0,4695,69,130.0,6.7,-2994861.0
504,Midnight Run ,1988,Action|Comedy|Crime|Thriller,English,USA,R,126,1.85,30000000.0,38413606.0,Martin Brest,Robert De Niro,Yaphet Kotto,Philip Baker Hall,102,22000,581,497.0,23866,0,1,54042,215,77.0,7.6,8413606.0
505,My Stepmother Is an Alien ,1988,Comedy|Romance|Sci-Fi,English,USA,PG-13,105,1.85,20000000.0,13854000.0,Richard Benjamin,Jon Lovitz,Alyson Hannigan,Tony Jay,121,11000,3000,384.0,14677,818,0,21079,55,15.0,5.2,-6146000.0
506,Mystic Pizza ,1988,Comedy|Drama|Romance,English,USA,R,104,1.85,6000000.0,12793213.0,Donald Petrie,Julia Roberts,Lili Taylor,Conchata Ferrell,80,8000,960,658.0,10430,0,4,18286,73,34.0,6.2,6793213.0
507,Phantasm II ,1988,Action|Fantasy|Horror|Sci-Fi|Thriller,English,USA,R,97,1.85,3000000.0,7282851.0,Don Coscarelli,Angus Scrimm,A. Michael Baldwin,James Le Gros,152,674,174,135.0,1395,812,1,9502,100,81.0,6.5,4282851.0
508,Poltergeist III ,1988,Horror|Thriller,English,USA,PG-13,98,1.85,10500000.0,14114488.0,Gary Sherman,Tom Skerritt,Heather O'Rourke,Zelda Rubinstein,17,1000,887,770.0,3827,616,0,13190,114,66.0,4.5,3614488.0
509,Rain Man ,1988,Drama,English,USA,R,133,1.85,25000000.0,172825435.0,Barry Levinson,Tom Cruise,Valeria Golino,Beth Grant,272,10000,898,628.0,12285,12000,3,383784,331,100.0,8.0,147825435.0
510,Rambo III ,1988,Action|Adventure|Thriller|War,English,USA,R,87,2.35,63000000.0,53715611.0,Peter MacDonald,Sylvester Stallone,Kurtwood Smith,Richard Crenna,10,13000,1000,349.0,14574,2000,1,92106,171,84.0,5.7,-9284389.0
511,School Daze ,1988,Comedy|Drama|Musical,English,USA,R,121,1.85,6500000.0,14545844.0,Spike Lee,Tisha Campbell-Martin,Ossie Davis,Bill Nunn,0,413,282,182.0,1284,624,4,4756,38,22.0,5.8,8045844.0
512,Scrooged ,1988,Comedy|Drama|Fantasy,English,USA,PG-13,101,1.85,32000000.0,60328558.0,Richard Donner,Bill Murray,Alfre Woodard,Robert Mitchum,503,13000,1000,1000.0,18734,11000,1,61396,159,88.0,7.0,28328558.0
513,Talk Radio ,1988,Drama,English,USA,R,110,1.85,4000000.0,3468572.0,Oliver Stone,Michael Wincott,Zach Grenier,Bill Johnson,0,721,246,237.0,1966,816,0,10073,78,40.0,7.3,-531428.0
514,The Land Before Time ,1988,Adventure|Animation|Family,English,USA,G,69,1.33,12500000.0,48092846.0,Don Bluth,Judith Barsi,Gabriel Damon,Bill Erwin,383,912,320,191.0,1833,5000,0,61753,133,24.0,7.3,35592846.0
515,The Last Temptation of Christ ,1988,Drama,English,USA,R,164,1.85,7000000.0,8373585.0,Martin Scorsese,Irvin Kershner,Barbara Hershey,Roberts Blossom,17000,883,618,159.0,1934,0,0,39680,308,114.0,7.6,1373585.0
516,They Live ,1988,Horror|Sci-Fi|Thriller,English,USA,R,93,2.35,4000000.0,13008928.0,John Carpenter,Meg Foster,Peter Jason,George 'Buck' Flower,0,355,151,133.0,837,27000,0,73501,333,172.0,7.3,9008928.0
517,Twins ,1988,Comedy|Crime,English,USA,PG,107,1.85,15000000.0,111936400.0,Ivan Reitman,Kelly Preston,Tony Jay,Hugh O'Brian,425,742,384,247.0,2151,0,1,87538,79,27.0,6.0,96936400.0
518,Young Guns ,1988,Action|Crime|Drama|Thriller|Western,English,USA,R,107,1.85,13000000.0,44726644.0,Christopher Cain,Jack Palance,Patrick Wayne,Brian Keith,58,549,439,316.0,1747,0,5,42614,120,50.0,6.8,31726644.0
519,A Nightmare on Elm Street 5: The Dream Child ,1989,Fantasy|Horror|Romance|Thriller,English,USA,X,89,1.85,8000000.0,22168359.0,Stephen Hopkins,Lisa Wilcox,Kelly Jo Minter,Matthew Borlenghi,81,321,101,92.0,584,1000,0,29659,227,88.0,5.1,14168359.0
520,Back to the Future Part II ,1989,Adventure|Comedy|Sci-Fi,English,USA,PG,108,1.85,40000000.0,118500000.0,Robert Zemeckis,Lea Thompson,Jeffrey Weissman,Thomas F. Wilson,0,1000,869,690.0,3660,12000,0,340085,327,125.0,7.8,78500000.0
521,Batman ,1989,Action|Adventure,English,USA,PG-13,126,1.85,35000000.0,251188924.0,Tim Burton,Michael Gough,Jack Palance,William Hootkins,13000,920,549,488.0,2725,12000,0,269033,817,186.0,7.6,216188924.0
522,Bill & Ted's Excellent Adventure ,1989,Adventure|Comedy|Music|Sci-Fi,English,USA,PG,90,2.35,10000000.0,40485039.0,Stephen Herek,Keanu Reeves,George Carlin,Al Leong,65,18000,769,730.0,20795,0,6,85362,181,81.0,6.9,30485039.0
523,Black Rain ,1989,Action|Crime|Thriller,English,USA,R,125,2.35,30000000.0,45645204.0,Ridley Scott,Stephen Root,Ken Takakura,Kate Capshaw,0,939,255,237.0,1748,0,2,39306,119,63.0,6.6,15645204.0
524,Born on the Fourth of July ,1989,Biography|Drama|War,English,USA,R,145,2.35,14000000.0,70001698.0,Oliver Stone,Tom Cruise,Tom Berenger,Stephen Baldwin,0,10000,854,560.0,12098,4000,0,76842,173,72.0,7.2,56001698.0
525,Dead Poets Society ,1989,Comedy|Drama,English,USA,PG,128,1.85,16400000.0,95860116.0,Peter Weir,Robin Williams,Josh Charles,Kurtwood Smith,608,49000,1000,1000.0,51609,23000,0,277451,491,96.0,8.0,79460116.0
526,Do the Right Thing ,1989,Drama,English,USA,R,120,1.85,6500000.0,27545445.0,Spike Lee,Ruby Dee,John Savage,Danny Aiello,0,782,652,388.0,2892,0,2,59524,418,103.0,7.9,21045445.0
527,Driving Miss Daisy ,1989,Comedy|Drama|Family,English,USA,PG,99,1.85,7500000.0,106593296.0,Bruce Beresford,Morgan Freeman,Jessica Tandy,Patti LuPone,78,11000,509,325.0,12619,3000,1,72324,134,61.0,7.4,99093296.0
528,Friday the 13th Part VIII: Jason Takes Manhattan ,1989,Adventure|Horror,English,USA,R,100,1.85,5000000.0,14343976.0,Rob Hedden,Kane Hodder,Peter Mark Richman,Scott Reeves,6,935,120,65.0,1327,1000,0,22961,291,129.0,4.5,9343976.0
529,Glory ,1989,Drama|History|War,English,USA,R,122,1.85,18000000.0,26830000.0,Edward Zwick,Denzel Washington,Morgan Freeman,Matthew Broderick,380,18000,11000,2000.0,32930,0,3,101888,365,60.0,7.9,8830000.0
530,Glory ,1989,Drama|History|War,English,USA,R,122,1.85,18000000.0,26830000.0,Edward Zwick,Denzel Washington,Morgan Freeman,Matthew Broderick,380,18000,11000,2000.0,32930,0,3,101889,365,60.0,7.9,8830000.0
531,Halloween 5 ,1989,Horror|Thriller,English,USA,X,96,1.85,3000000.0,11642254.0,Dominique Othenin-Girard,Donald Pleasence,Tamara Glynn,Troy Evans,2,742,256,120.0,1308,926,1,22929,287,137.0,5.2,8642254.0
532,Henry V ,1989,Action|Biography|Drama|History|Romance|War,English,UK,PG-13,137,1.85,9000000.0,10161099.0,Kenneth Branagh,Brian Blessed,Derek Jacobi,Danny Webb,0,591,520,130.0,1341,0,1,23441,108,46.0,7.7,1161099.0
533,Indiana Jones and the Last Crusade ,1989,Action|Adventure|Fantasy,English,USA,PG-13,127,2.35,48000000.0,197171806.0,Steven Spielberg,Harrison Ford,Julian Glover,Alison Doody,14000,11000,844,440.0,12884,0,5,515306,477,149.0,8.3,149171806.0
534,Licence to Kill ,1989,Action|Adventure|Thriller,English,UK,PG-13,133,2.35,32000000.0,34667015.0,John Glen,Robert Davi,Talisa Soto,Anthony Zerbe,46,683,349,275.0,2371,0,0,74009,317,117.0,6.6,2667015.0
535,Major League ,1989,Comedy|Sport,English,USA,R,107,1.85,11000000.0,49797148.0,David S. Ward,Corbin Bernsen,Tom Berenger,Rene Russo,42,1000,854,808.0,3435,0,3,49007,97,57.0,7.2,38797148.0
536,New York Stories ,1989,Comedy|Drama|Romance,English,USA,PG,124,1.85,15000000.0,10763469.0,Woody Allen,Woody Allen,Larry David,Mia Farrow,11000,11000,860,563.0,12685,877,0,13692,55,42.0,6.4,-4236531.0
537,Pet Sematary ,1989,Fantasy|Horror,English,USA,R,103,1.85,11500000.0,57469179.0,Mary Lambert,Miko Hughes,Fred Gwynne,Denise Crosby,52,969,886,426.0,2987,0,0,63855,248,98.0,6.6,45969179.0
538,Road House ,1989,Action|Thriller,English,USA,R,114,2.35,17000000.0,30050028.0,Rowdy Herrington,Ben Gazzara,Kevin Tighe,Kelly Lynch,9,623,472,466.0,2484,0,1,42987,201,83.0,6.5,13050028.0
539,Roger & Me ,1989,Documentary,English,USA,R,91,1.66,160000.0,6706368.0,Michael Moore,Michael Moore,Pat Boone,Bob Eubanks,909,909,91,42.0,1048,667,0,22800,133,40.0,7.5,6546368.0
540,Sea of Love ,1989,Crime|Drama|Mystery|Thriller,English,USA,R,113,1.85,19000000.0,58571513.0,Harold Becker,Al Pacino,Michael O'Neill,Ellen Barkin,17,14000,599,551.0,15914,0,1,30213,112,43.0,6.8,39571513.0
541,"Sex, Lies, and Videotape ",1989,Drama,English,USA,R,100,1.85,1200000.0,24741700.0,Steven Soderbergh,Peter Gallagher,Laura San Giacomo,Steven Brill,0,828,531,65.0,1431,2000,2,37785,95,58.0,7.2,23541700.0
542,Star Trek V: The Final Frontier ,1989,Action|Adventure|Sci-Fi|Thriller,English,USA,PG,107,2.35,27800000.0,55210049.0,William Shatner,Leonard Nimoy,Nichelle Nichols,Walter Koenig,0,12000,664,643.0,14710,0,1,43743,293,98.0,5.4,27410049.0
543,Tango & Cash ,1989,Action|Comedy|Crime|Thriller,English,USA,R,97,2.35,55000000.0,63408614.0,Andrey Konchalovskiy,Sylvester Stallone,Jack Palance,Brion James,96,13000,549,403.0,14432,0,1,75365,149,45.0,6.3,8408614.0
544,The Abyss ,1989,Adventure|Drama|Sci-Fi|Thriller,English,USA,PG-13,171,2.35,69500000.0,54222000.0,James Cameron,Michael Biehn,Todd Graff,Mary Elizabeth Mastrantonio,0,2000,650,638.0,4074,0,0,131217,380,82.0,7.6,-15278000.0
545,The Blood of Heroes ,1989,Action|Sci-Fi|Sport,English,Australia,R,90,1.33,10000000.0,882290.0,David Webb Peoples,Delroy Lindo,Joan Chen,Anna Katarina,73,848,643,26.0,1526,999,2,4792,43,21.0,6.5,-9117710.0
546,The Toxic Avenger Part II ,1989,Action|Comedy|Horror|Sci-Fi,English,USA,R,96,1.33,2300000.0,792966.0,Michael Herz,Phoebe Legere,Jessica Dublin,Lisa Gaye,6,40,30,14.0,99,321,2,4663,40,49.0,5.1,-1507034.0
547,Troop Beverly Hills ,1989,Adventure|Comedy,English,USA,PG,105,1.37,18000000.0,8508843.0,Jeff Kanew,Craig T. Nelson,Shelley Long,Kellie Martin,6,723,422,371.0,2368,0,1,7470,35,11.0,5.5,-9491157.0
548,UHF ,1989,Comedy|Drama,English,USA,PG-13,150,1.85,5000000.0,6157157.0,Jay Levey,Fran Drescher,Gedde Watanabe,Michael Richards,3,859,448,448.0,3942,0,1,21416,198,59.0,7.0,1157157.0
549,Warlock ,1989,Action|Fantasy|Horror|Thriller,English,USA,R,103,1.85,7000000.0,9094451.0,Steve Miner,Julian Sands,Richard E. Grant,Lori Singer,49,687,554,304.0,1990,0,0,11668,79,31.0,6.2,2094451.0
550,We're No Angels ,1989,Comedy|Crime,English,USA,PG-13,106,2.35,20000000.0,10555348.0,Neil Jordan,Robert De Niro,Demi Moore,James Russo,277,22000,2000,383.0,24887,855,0,17349,42,20.0,6.0,-9444652.0
